乱前看不足	不足
茫茫残照欲沉西	茫茫
寒鸦散乱知多少	寒鸦
飞向江头一树栖	飞
今日临长亭	今日
明朝折杨柳	折杨柳
落叶有相逢	相逢
行人未回首	行人
覆釜湖边雪压尘	尘
数枝林外已先春	数枝
尽将七泽清霜气	气
洗出姑山绰约身	身
春到村居好	春到
茅檐日渐长	茅檐
杯深新酒滑	深
焙暖早茶香	早
闻道潜溪千叶紫	紫
主人不剪要题诗	主人
欲搜佳句恐春老	恐
试遣七言赊一枝	一枝
云来万山动	动
云去天一色	天
长啸两三声	长啸
天高秋月白	天高
故苑烟花百草香	香
五湖人去事茫茫	茫茫
浮云几度春阴合	春
犹见西山白鹭行	行
樱桃湖里月如霜	月
偏照征人寸断肠	断肠
醉里不知家尚远	家
梦回忽觉路初长	路
浪说无文字	文字
楞伽面壁看	面壁
元来有怀挟	挟
一世被粗瞒	一世
溪流转处两三家	溪流
落落疏林浅浅沙	沙
可是小春风物早	早
檐头一束杜鹃花	花
月窟仙人冷淡妆	仙人
鹅黄衫子翠罗裳	鹅黄
虽无妖艳夸尘俗	夸
别是人家一种香	香
琴高一去不复见	一去
神仙虽有亦何为	神仙
溪鳞佳味自可爱	溪
何必虚名务好奇	虚名
分明指出与人看	人
多少禅和被热瞒	禅
举目只知看雨势	只知
不知秋水没栏干	秋水
好趁西风理钓舟	西风
半生书剑两悠悠	悠悠
凭高有恨无人识	无人
空负关河万里秋	秋
一阵春风起	春风
依然故旧情	情
墙根霜下草	草
吾与汝更生	更生
衰草寒云雁一行	雁
牵愁水似九回肠	水似
游人欲问千官事	问
翁仲无言卧夕阳	夕阳
江南烟雨塞鸿飞	江南
西府文章谢掾归	文章
相送汀州兰棹晚	送
菱歌一曲泪沾衣	一曲
扑落非他物	非
纵横不是尘	尘
山河及大地	山河
全露法王身	身
风静潮痕减	减
江空夕照多	夕照
星星波上艇	波上
隐隐岸边莎	隐隐
去年人老已苍华	人
野蔌山醪办咄嗟	山
到得今年人又老	人
也无筋力看梅花	梅花
不到西峰为日久	西峰
一日一日一日又	一日
明日有约为此游	游
一片云山想依旧	一片
今人地藏古人骨	古人
古人花为今人发	发
江南何处葬西施	江南
谢豹空闻采香月	月
回首长城卧落霞	卧
云开桂影过昏鸦	云开
不须更要千红翠	不须
醉眼灯前已乱花	灯前
当家父子亲分付	亲
不比黄梅万里来	万里
不解当年明上座	当年
岭头言下郤空回	岭头
十年小隐在青山	青山
喜有东湖屋数间	间
门外白云常在眼	白云
此身浑似钓舟闲	闲
崖树阴阴夹暝途	树
出山欢喜见平芜	出山
一春客梦饱风雨	风雨
行尽江南闻鹧鸪	江南
昨日春光更水涯	春光
水涯今日已春赊	今日
春归只道无踪迹	春归
尚有青苔一片花	花
迟日轻风过雨天	轻风
笑声何处送秋千	送
清明已逼长安近	长安
寄语先生快着鞭	先生
云公兰若深山里	深山
月明松殿微风起	月明
试问空门清净心	心
莲花不著秋潭水	秋
满地落花收不得	落花
子规声里抱愁眠	眠
贫家无日非寒食	非
未必今朝始禁烟	今朝
攒空巨石太崔嵬	太
踊跃山巅亦壮哉	山巅
谁把斧斤挥直下	直下
斫开洞户许人来	斫
竹径清入内	竹径
消得此闲行	闲行
不待锄苍藓	锄
频来径自成	自成
风风雨雨暗江津	暗
愁里青灯照一身	一身
夜半忽闻江上橹	江上
往来还有未归人	人
斯道在人心	人心
如蚌藏圆珠	藏
散作明月光	散作
敛则止水虚	虚
暂时相见还相别	暂时
别恨多於未见时	未见
明日新安江上去	江上
春风波浪不相知	春风
卿爱落雁姿	爱
侬爱飞龙骑	爱
日暮别挥鞭	日暮
男儿何意气	意气
满阶竹影扫斜阳	斜阳
一枕秋风桂子香	香
梦裹不知身是客	客
觉来依旧在他乡	他乡
春风浩荡江湖客	春风
咫尺庐山风雨急	风雨
门前老树最关情	最
一夜相思头尽白	头
艮岳秋深百卉腓	秋深
胡尘吹满衮龙衣	衮
凄凉五国城边路	路
得似寒江独棹归	棹
吾师自有庵	自有
何必从人借	人
闻道架虚空	虚空
大千同一舍	舍
齐眉沉醉绮罗丛	沉醉
心事谁知付去鸿	付
不惜千金留粉黛	留
更无一语怨东风	东风
何时归到望仙乡	乡
故旧相迎兴味长	相迎
六月海风吹溽暑	吹
瓜田白酒稔清香	清香
文叔君房两故人	故人
可怜俱作白头新	新
桐江归伴邻翁醉	醉
一笑相看意却真	意
一种可人篱落下	一种
家家齐插绿珊瑚	绿
想从海底搜罗日	日
长就苔痕润不枯	枯
日日虚廊步百回	日日
吟边时有可人来	可人
西湖处士诗名世	西湖
老向孤山亦为梅	孤山
韩信栖迟项羽穷	穷
手提长剑喝秋风	秋风
吁嗟天下苍生眼	天下
不识男儿未济中	不识
山下江清水见沙	山下
杖头沽醉酒旗家	家
多情黄菊知人意	意
故放篱边三四花	花
姑溪小队带薰风	小队
笳鼓欢迎鹤发翁	鼓
三十九年成一梦	成
几多陈迹泪痕中	几多
长日登临忆侍郎	忆
芳时谭笑客凝香	客
须公多办琼花露	露
容我时开古锦囊	古
朱颜不老画中人	画
绿酒追欢梦里身	绿酒
堪笑三山衰病叟	三山
闭门寂寂过新春	寂寂
西湖湖里水	水
南山山上云	云
天台拄杖子	子
相见笑忻忻	笑
堂前参未退	参
立到雪深时	雪深
一夜山中冷	山中
无人祇自知	无人
触战蛮征一扫空	一扫空
和云占断最高峰	云
单提破钁头边事	破
佛祖当机不见踪	踪
百花深处小危楼	小
千步苍苔到叶舟	苍苔
一夜楚江寒食雨	一夜
离人白尽未归头	人
十数年来国事乖	年
大臣无计逐时挨	逐时
三宫今日燕山去	今日
春草萋萋上玉阶	春草
长安此去无多地	长安
郁郁葱葱佳气浮	浮
良人得意正年少	得意
今夜醉眠何处楼	楼
十里曾闻一啸声	十里
当年猿鹤想犹惊	当年
白云不碍青天路	路
赢得重来摆手行	行
翳尽还明极	翳
家乡万八千	万
悬崖重撒手	重
古剑髑髅前	前
一从屈原离骚赋	赋
便至杜甫短长吟	吟
千载中间多作者	千载
谁於海岳算高深	高深
孔雀尾拖金线长	拖
怕人飞起入丁香	飞
越女沙头争拾翠	争
相呼归去背斜阳	归去
绝爱西湖疏影诗	诗
要知犹是未开时	开时
如今开尽浑无缝	浑
只见花头不见枝	枝
京口瓜州指顾间	间
春风几度到钟山	春风
迷离绿遍江南地	江南
千里怀人去不还	千里
炎方到处水如汤	汤
地脉深疑有臭黄	黄
犹胜骊山污艳质	犹胜
渔阳簇马鉴兴亡	兴亡
溪浅复通桥	溪
过者犹恨懒	懒
赖有沙上鸥	赖有
常为独游伴	常为
新妆面面下朱楼	面面
深锁春光一院愁	愁
行到中庭数花朵	数
蜻蜓飞上玉搔头	飞
游人未入门	游人
花影出门前	门前
将军来此住	住
十里无荒田	十里
烟浓日淡不多寒	烟浓
担上看花雪作团	看花
想得竹边春已暗	春
明朝走马过溪看	走马
庙食空山八百年	空山
衣冠犹是李唐前	前
汴河十里垂杨柳	十里
何似松阴数亩田	田
朝来处处白毡铺	朝来
楼阁山川尽一如	山川
总是烂银并白玉	白玉
不知奇货有谁居	居
步绕青秧绿水间	间
春畦交错路回环	路
老翁牵得牛当路	牵
恐碍人行却复还	人行
霜气横空月色明	明
寒侵肌骨不胜清	清
支筇忍冻游山径	支
胸次都无世俗情	情
窗中采莲舟	窗中
落日菱歌起	落日
坐见浣纱人	人
红颜照秋水	秋水
卧月眠云屋半间	屋
诗人到处是家山	诗人
当年悔弄君房笔	当年
只得忙中一半閒	忙
凄风洛下同羁思	洛下
迟日棠阴得醉歌	迟日
自笑与君三岁别	君
头衔依旧鬓丝多	依旧
春风吹送笑谈香	春风
玉漏银灯破夜凉	破
归去东华听宫漏	归去
杏花落尽六更长	杏花
长安城外白云秋	秋
萧索悲风灞水流	水流
因想汉朝离乱日	日
仲宣从此向荆州	荆州
西飞紫燕落花多	落花
岁岁惟愁老去何	岁
别却昭阳人更远	人
经年翠辇不曾过	经年
禅窗虚敞瞰西南	西南
野色溪光接画檐	檐
云去碧天无间断	碧天
一看依约见山尖	依约
塞外风烟能记否	风烟
天涯落日自心知	天涯
眼中景物参差是	参差
只欠江州司马诗	诗
人生南北兴东西	东西
几度云山几度溪	溪
多亦欲归归未得	归未
子规从此不须啼	不须
夜深玉树不啼鸦	夜深
照影残灯客梦家	家
归计未成秋又去	秋
水边羞见雁红花	水边
无酒无钱不可赊	不可
穷居犹胜走天涯	走
晴轩小圃篱门掩	掩
时有人来觅菊花	觅
茶烟睡觉心无事	心
一卷黄庭在手中	一卷
欹枕卷帘江万里	万里
舟人不语满帆风	风
欲望淮南更白头	白头
杖藜萧飒倚沧洲	倚
可怜新月为谁好	新月
无数晚山相对愁	愁
谁人更识贾长沙	人
老作江南百姓家	家
但使瓶中有春酒	使
不劳恸哭与长嗟	嗟
几度停杯发浩歌	发
月华偏照别离多	别离
床头剩有樽酒绿	酒
醉饮鲸飞沧海波	飞
因我得礼你	得礼
昆仑卧潭底	卧
虽然浪拍天	浪拍天
身上无滴水	滴水
月冷松寒露满襟	月冷
天容绀碧鹤声沉	沉
夜深独把栏干拍	夜深
只有长江识此心	识
青灯耿耿透窗明	透
一字推敲睡不成	睡
只道衰翁自迂阔	衰翁
隔楼亦有苦吟声	声
竹杖芒鞋作兴来	芒鞋
来时准拟有花开	花开
谁知老树荒烟里	老树
地冷孤根暖未回	暖
双峰起云际	双峰
仿佛五侯门	门
烟霞锁不开	烟霞
曾无车马奔	曾
一寸归心酒得知	酒
门前官道是危机	门前
道傍也有人归去	人
不似先生真个归	先生
更添十岁应为相	应为
岁酒从今把未休	酒
闻得一毛添五色	添
眼看相逐凤池头	头
春来春去不知时	春来
只有诗人冷眼窥	诗人
夜雨揩磨好山色	山色
晓风抬举旧花枝	旧
野水荒山寂寞滨	寂寞
芳条弄色最关春	春
故将明艳凌霜雪	霜雪
未怕青腰玉女嗔	嗔
大篇无法须自悟	须
小语有益最难寻	最
祗今人嫌此老谑	人
后来追忆直千金	直
暝烟有客投茅舍	烟
春水无人渡板桥	无人
满地落花愁寂寂	愁
连天芳草思迢迢	思
一出宫门上画船	画船
红红白白艳神仙	神仙
山长水远愁无那	愁
又见江南月上弦	月
清江碧草两悠悠	悠悠
各自风流一种愁	愁
正是落花寒食夜	夜
夜深无伴倚南楼	倚
渡水傍山寻绝壁	寻
白云飞处洞天开	白云
仙人来往行无迹	行
石径春风长绿苔	春风
客醉如何我独醒	客醉
山空时落涧泉声	泉声
年来不踏长安市	年
瀛得诗书一味清	清
万里飘然不系舟	万里
酒垆一笑便相投	酒
千金不换金丹诀	千金
何事惟须一布裘	何事
蛾眉二八绝堪怜	蛾眉
闭却深宫不见天	天
春去春来都莫问	春来
只凭寒暑定流年	流年
玉管朝朝弄	弄
清歌日日新	新
折花当驿路	驿路
寄与陇头人	人
月光泉脉泻虚明	泻
澄碧无瑕注一泓	一泓
大字石间标圣水	标
只缘彻底是真清	只缘
万事纷纷日日新	新
当时题壁是前身	当时
寺僧物色来相访	物色
我似昔人非昔人	非
山僧听泉心不足	心
凿池汲引为蟾泓	蟾
自言犹欲洗俗耳	耳
夜静为闻蛙黾声	声
怪来频起咏刀头	咏
枫叶枝边一夕秋	秋
又向江南别才子	江南
却将风景过扬州	扬州
别传一脉涨曹溪	涨
万法都来和不齐	万法
叶落归根至今日	今日
江南犹有鹧鸪啼	犹
人言头上白	人
皆自愁中得	愁
拍手笑沙鸥	笑
满身都是愁	愁
华发青灯共一船	青灯
闻鸡独起看龙泉	龙泉
风云未遂平生志	平生
惭愧周瑜长十年	十年
日长风暖柳青青	柳
北雁归飞入窅冥	冥
岳阳城上闻吹笛	闻
能使春心满洞庭	使
凤州宫柳昔曾攀	曾
亦醉琼花芍药间	间
独有海棠心未足	海棠
每逢多处必来看	多处
青毡本是吾家物	本是
今日重还旧日僧	今日
珍重圣恩何以报	报
万年松上一枝藤	一枝
不打飞鸢便到来	到来
大圆镜里绝尘埃	尘埃
东君节令分明也	分明
桃李年年二月开	年年
冷落郊原值禁烟	冷落
红桃一树倩人怜	一树
行来尽拂残碑看	拂
若个能知后百年	百年
花萼楼前春正浓	春
濛濛柳絮舞晴空	舞
金钱掷罢娇无力	罢
笑倚栏干屈曲中	笑
寥落古行宫	古
宫花寂寞红	红
白头宫女在	白头
闲坐说玄宗	闲坐
十年羁旅鬓成丝	十年
千里淮山信息稀	千里
送尽长亭短亭客	客
且看庄舄几时归	舄
船子寥寥载不空	载
几回明月弄清风	明月
呈桡舞棹无他事	舞
只欲教人解六通	人
春阴漠漠护轻寒	漠漠
春昼无聊午梦閒	午梦
幽鸟不知人意改	改
衔花飞傍小阑干	小
尚自畏四知	四知
於亲岂忍欺	亲
种蓝有助者	种
拔去不妨奇	拔
闭轿那知山色浓	浓
山花影落水田中	山花
水中细数千红紫	红紫
点对山花一一同	点
颇怪韩夫子	夫子
犹疑谢自然	自然
至今成福地	成
自古有神仙	神仙
飞鸟去不穷	飞鸟
连山复秋色	复
上下华子冈	华子冈
惆怅情何极	情何
荒村日午未开门	开门
雨後余花满地存	雨
举世但能旌隐逸	旌
谁人知道是王孙	人
秋衾薄薄换吴绫	秋
灯焰无多一半青	青
却忆旧时荆楚岸	旧时
夜深风雨泊船听	风雨
儿童娱膝下	儿童
母子话灯前	话
却忆江湖上	江湖
家书动隔年	年
秀色娟娟自出尘	娟娟
晓枝更带露华新	新
清风一至如相语	清风
从此开帘来故人	故人
四更城上寒	寒
刁斗鸣不歇	鸣
披衣出户视	视
太白光如月	太白
向晚闲行步夕阳	夕阳
归来松迳已昏黄	归来
隔林风度钟声细	细
认得庵中炷夜香	炷
添得湖光百亩余	余
湖边早已成菰蒲	成
更移玉井峰头种	种
还有花开十丈无	花开
花木四时分景致	分
经书千卷好生涯	生涯
有人若问闲居处	问
道德坊中第一家	道德
风光琰琰动春华	动
回首烟波万里赊	万里
山似翠屏西子国	国
溪如罨画越王家	溪
三分光阴二早过	三分
灵台一点不揩磨	一点
贪生逐日区区去	区区
唤不回头争奈何	唤
野芳庭草是生涯	生涯
老去只宜闲在家	闲
几日惜春留不住	几日
小鬟为我拾杨花	杨花
玉女峰前一櫂歌	歌
烟鬟雾髻动清波	动
游人去后枫林夜	夜
月满空山可奈何	空山
浓淡非妆点	非
纵横谢剪裁	纵横
凭栏一凝睇	凭栏
图画信天开	信
十分花事属歌喉	花
笑入芳尘烂漫游	烂
皇道太平无忌讳	道
纵横何处不风流	风流
正观心地时	心地
丝发亦无有	丝发
却来观世间	世间
冬後数九九	数
林下见清真	林下
草衣如野人	野人
开花冰雪里	冰雪
岂是不知春	春
双溪渐有杂花开	花开
每日扶筇到一回	扶
胜似名园空锁闭	空
主人至老不归来	归来
昨梦春风花满枝	春风
是花到眼是新诗	花
如今梦断春无迹	春
不记题诗付与谁	题诗
凭君莫话兴亡事	兴亡
排闼青青且看山	青青
举目任教风景异	异
也应不改旧时颜	旧时
朔风扣群木	群木
严霜凋百草	百草
借问月中人	月
安得长不老	安
未卷半帘霜	霜
犹疑在庭月	月
倚树汲清泉	清泉
疏风猎华发	疏风
树影参差落晚窗	参差
疎疎密密自分张	张
偶然一阵狂风急	急
颠倒随风上下狂	狂
北岸亭馆众	众
最先登此台	台
台高望群峰	群峰
万里云崔嵬	万里
洞府深沈春日长	春日
山花无主自芬芳	山花
凭阑寂寂看明月	明月
欲种桃花待阮郎	桃花
焦琴月下听	月下
露柱却知音	知音
世人应不会	世人
侧耳立松阴	松阴
涌金春色晚	晚
吹落碧桃花	桃花
一片何人得	一片
流经十万家	十万家
何须坐客总能文	总
呼酒相逢日暮云	日
醉倒尽如狂道士	狂
夜归谁问故将军	问
万里封疆到白沟	万里
祖宗犹拟复幽州	复
他年海岛无归处	年
谁解捐躯为国谋	谋
心远不妨车马过	车马
地偏渐听月风来	月
参差竹木皆清景	参差
唯有梅枝手自栽	栽
青牛先已去	先
白鹤久方归	久
若欲分优劣	分
老聃贤令威	贤
云外丹青万仞梯	丹青
木阴合处子规啼	子规啼
嘉陵栈道吾能说	栈道
略似黄亭到紫溪	略似
无事将心寄柳条	寄
等闲书字满芭蕉	芭蕉
乡关若有东流信	信
遣送扬州近驿桥	扬州
柳色黄黄草色微	微
一川新渌两红衣	新
老天也信还家好	信
淡日柔风送客归	送客
春来濯濯江边柳	柳
秋後离离湖上花	花
不羡千金买歌舞	买
一篇珠玉是生涯	生涯
碧树吴洲远	远
青山震泽深	深
无人踪范蠡	无人
烟水暮沈沈	暮
雪后竹君子	竹
霜前松大夫	松
梅残半点白	梅残
猿叫一声孤	一声
路转山根草木香	草木香
天容水色两茫茫	茫茫
渔人风里数声笛	风
飞过芦花幽兴长	芦花
三分光阴二早过	三分
灵台一点不揩磨	一点
区区逐日贪生去	区区
唤不回头怎奈何	唤
据鞍千里何曾病	千里
